VC_ID	GSO_ID	Name	Type	Location	address	Location notes	Cities	LocZIP	DayName	Time
OX87	[689961][93][9]	New Beginnings	[W][C]	Prototypes Womens Center	 2150 N Victoria Ave		Oxnard	93001	Sunday	4:00 PM
OX89		Men In Recovery	[M][C]	Oxnard Alano Club	  620 South D Street	 upstairs  486-3356	Oxnard	93030	Saturday	12:00 PM
OX90		"""Women Working With Women"""	[W]	Oxnard Alano Club	  620 South D Street	 upstairs  486-3356	Oxnard	93030	Saturday	1:30 PM
OX94		Noon at th Park		Peninsula Park	 3333 Peninsula Rd	 (bldg at harbors edge 2nd floor)	Oxnard	93035	Friday	12:00 PM
PH01	[100556][93][9]	It's For You Group	[H]	Base Chapel Classroom	 SeaBee Base		Port Hueneme	93041	Saturday	12:00 PM
PH05	[123861][93][9]	Cloud Nine Group		Base Chapel Classroom	 SeaBee Base		Port Hueneme	93041	Thursday	12:00 PM
PH06	[126289][93][9]	Sober Lunch Bunch		Base Chapel Classroom	 SeaBee Base		Port Hueneme	93041	Tuesday	12:00 PM
PH41		Try God Group	[H]	Private Residence	 117 Pearl Street	 (next to church)	Port Hueneme	93041	Monday	7:30 PM
PI02		Piru Group Discussion		Piru United Methodist Church	 3875 Center Street		Piru	93040	Thursday	7:00 PM
SP02		Back to Basics		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Friday	7:00 PM
SP09		Candlelight Meeting		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Tuesday	7:00 PM
SP12		Discussion Meeting	[C][H]	Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Thursday	7:00 PM
SP13		Santa Paula Big Book Meeting	[H]	Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Monday	12:00 PM
SP14		Podium Participation		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Saturday	7:00 PM
SP15		Santa Paula Tues Noon Serenity Mtg		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Tuesday	12:00 PM
SP16		Thursday Noon Discussion		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Thursday	12:00 PM
SP17		As Bill Sees It Open Discussion		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Friday	12:00 PM
SP20		12 & 12 Meeting		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Wednesday	7:00 PM
SP21		Back to the Basics		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Wednesday	12:00 PM
SP22		H.O.W. Meeting		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Saturday	12:00 PM
SP23		Attitude Modification Meeting		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Various	7:00 AM
SP24		Big Book Study		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Monday	7:30 PM
SP25		Experience Strenght & Hope Speaker Mtg		Fellowship Hall	  603 E Main Street	 entrance right side of building	Santa Paula	93060	Sunday	7:00 PM
SV01	[100574][93][24]	Simi Unity Group		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Every day	12:00 PM
SV01A		Zero Gravity Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Sunday	12:00 PM
SV01A2	[100574][93][24]	Sunday 12 Step Study		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Sunday	8:00 AM
SV01A3	[100574][93][24]	Saturday Morning Big Book Study		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	8:00 AM
SV01A4	[100574][93][24]	Sunset		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Sunday	5:00 PM
SV01A5	[100574][93][24]	Grapevine Reading/Participation		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	5:00 PM
SV01A6	[100574][93][24]	Candlight Meeting	[H]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Sunday	8:00 PM
SV01A8		Podium Participation		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Thursday	12:00 PM
SV01C	[100574][93][24]	Happy Hour Discussion		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Wednesday	6:00 PM
SV01D	[100574][93][24]	Partisipation Meeting	[C]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Wednesday	8:00 PM
SV01E	[100574][93][24]	Big Book Study	[CH][B]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Wednesday	12:00 PM
SV01F	[100574][93][24]	Traditions Study		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Thursday	6:00 PM
SV01H	[100574][93][24]	Big Book Solution		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Friday	6:00 PM
SV01I	[100574][93][24]	Step Study Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Friday	8:00 PM
SV01J	[100574][93][24]	Steps & Traditions		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Friday	12:00 PM
SV01K	[100574][93][24]	Speaker Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	8:00 PM
SV01L	[100574][93][24]	Participation Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	12:00 PM
SV01M	[100574][93][24]	Step By Step	[C]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Tuesday	6:00 PM
SV01N	[100574][93][24]	Unity Men's Stag	[M]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Tuesday	8:00 PM
SV01O	[100574][93][24]	Participation Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Tuesday	12:00 PM
SV01P	[100574][93][24]	Big Book Study		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Monday	6:00 PM
SV01Q	[100574][93][24]	Big Book & 12 & 12 Study		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Monday	8:00 PM
SV01R	[100574][93][24]	Participation Meeting		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Thursday	8:00 PM
SV01S	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Sunday	6:15 AM
SV01T	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Monday	6:15 AM
SV01U	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Tuesday	6:15 AM
SV01V	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Wednesday	6:15 AM
SV01W	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Thursday	6:15 AM
SV01X	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Friday	6:15 AM
SV01Z	[100574][93][24]	Sat Morning Unity Women's Disc Mtg	[W][C]	Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	10:00 AM
SV02	[125317][93][24]	Men's Stag	[M][C][H][CH][B]	St. Francis of Assisi Episcopal Church	 280 Royal Avenue		Simi Valley	93065	Monday	8:00 PM
SV04	[137588][93][24]	Way of Life Group	[C]	St. Francis of Assisi Episcopal Church	 280 Royal Avenue		Simi Valley	93065	Friday	8:00 PM
SV05	[157943][93][24]	Simi Sunday Speaker		Berylwood Pk Rec Center	 1955 Bridget Ave	 (at Los Angeles Ave)	Simi Valley	93065	Sunday	7:00 PM
SV07	[161050][93][24]	Back to the Books Study Group		St. Francis of Assisi Episcopal Church	 280 Royal Avenue		Simi Valley	93065	Wednesday	7:30 PM
SV-0Y	[100574][93][24]	Sunrise		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Saturday	6:15 AM
SV10	[169271][93][24]	God's Little Garage Group	[C]	Private Residance	 1097 El Camino Real		Simi Valley	93063	Saturday	7:00 PM
SV11	[169368][93][24]	The Bananas Bunch		Our Savior Lutheran Church	 4191 Cochran Street	 Upstairs	Simi Valley	93063	Saturday	10:00 AM
SV14	[611519][93][24]	Daily Reflections Group	[H]	Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Every day	6:30 AM
SV14A	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Sunday	6:30 AM
SV14B	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Wednesday	6:30 AM
SV14C	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Thursday	6:30 AM
SV14D	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Friday	6:30 AM
SV14E	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Saturday	6:30 AM
SV14F	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Tuesday	6:30 AM
SV14G	[611519][93][24]	Daily Reflections		Church of Christ	 1554 Sinaloa Road	 In Heller Hall	Simi Valley	93065	Monday	6:30 AM
SV15	[616855][93][24]	Women's Stag	[W][C][CH][B][H]	Center for Spiritual Living	 1756 Erringer Rd	 Suite 108	Simi Valley	93065	Monday	7:30 PM
SV17	[134168][93][24]	Women's Stag Group	[W][C]	St. Francis of Assisi Episcopal Church	 280 Royal Avenue		Simi Valley	93065	Tuesday	8:00 PM
SV26	[632465][93][24]	Aloha Big Book Study	[H][CH][B]	Action Family Counseling Ctr	 4380 Apricot Rd		Simi Valley	93063	Saturday	7:00 PM
SV34	[147142][93][24]	Spiritual Discussion Group		Berylwood Pk Rec Center	 1955 Bridget Ave	 (at Los Angeles Ave)	Simi Valley	93065	Sunday	10:00 AM
SV45	[100574][93][24]	Question & Answer/Newcomer		Unity Meeting Hall	  2355 Tapo Street  5	 Behind McDonalds	Simi Valley	93063	Monday	12:00 PM
SV51	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Tues thru Sat	5:45 PM
SV51A	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Monday	5:45 PM
SV51B	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Tuesday	5:45 PM
SV51C	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Wednesday	5:45 PM
SV51D	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Thursday	5:45 PM
SV51E	[664779][93][24]	Evening Reflections		Simi Valley United Methodist Church	 2394 Erringer Rd	 in Fireside Rm	Simi Valley	93065	Friday	5:45 PM
SV52	[699221][93][24]	Serenity through Solutions Men's Group	[M][C]	Discovery Christion Church	 580 E Easy Street		Simi Valley	93065	Sunday	6:00 PM
SV53		Tuesday Night Young People	[YP]	Store Front	 2585 Cochran St		Simi Valley	93065	Tuesday	7:00 PM
SV54	[718613][93][24]	Men's Getting Real Group	[M]	Shepard of the Valley Church	 4191 Cochran St	 in library	Simi Valley	93063	Tuesday	6:30 PM
TO01	[100952][93][28]	As Bill See's It	[W][C]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Friday	10:30 AM
TO02	[102327][93][28]	Serenity Gals Group	[W][C][CC][CH][B]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Monday	10:30 AM
TO03	[102329][93][28]	Women's Step Big Bk Stdy Gp	[W][C]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Tuesday	10:30 AM
TO04	[118803][93][28]	Big Book Study Group	[C]	Conejo Valley Church of Christ	 2525 E Hillcrest Dr		Thousand Oaks	91362	Tuesday	7:30 PM
TO05	[118980][93][28]	The Oaks Folks Group	[H]	St. Patrick's Episcopal Church	  1 Church Road	 in auditorium	Thousand Oaks	91362	Saturday	8:00 PM
TO06	[131638][93][28]	Hear and Now Group	[C]	St. Patrick's Episcopal Church	  1 Church Road	 in auditorium	Thousand Oaks	91362	Friday	8:30 PM
TO07	[138768][93][28]	"Thursday ""Noon 15 Group"""	[H]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Thursday	12:15 PM
TO09	[600181][93][28]	Last Sunday Breakfast Speaker Mtg		Elks Lodge	 158 N. Conejo School Rd		Thousand Oaks	91362	Sunday	9:00 AM
TO10	[627647][93][28]	Newcomers Meeting		Conejo Valley Church of Christ	 2525 E Hillcrest Dr		Thousand Oaks	91362	Thursday	8:00 PM
TO11	[102326][93][28]	Men's Discussion Group	[M][C][H]	St. Patrick's Episcopal Church	  1 Church Road	 in auditorium	Thousand Oaks	91362	Monday	8:00 PM
TO15	[629577][93][28]	"""Step Sisters"""	[W]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Wednesday	10:30 AM
TO16	[158567][93][28]	Visions Morning Group		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Every day	7:00 AM
TO16A	[158567][93][28]	An Hour With Your Higer Power		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Sunday	7:00 AM
TO16B	[158567][93][28]	Daily Meditation		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Monday	7:00 AM
TO16C	[158567][93][28]	Eleventh Step	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Tuesday	7:00 AM
TO16D	[158567][93][28]	Women's Everything Meeting	[W][CH][B]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Tuesday	10:00 AM
TO16E	[158567][93[28]	Tell it like it is…	[CH][B]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Wednesday	7:00 AM
TO16F	[158567][93][28]	Big Book Study	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Thursday	7:00 AM
TO16G	[158567][93][28]	Promises		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Friday	7:00 AM
TO16H	[158567][93][28]	Attitude Adjustment	[CH][B]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Saturday	7:00 AM
TO17	[162915][93][28]	Visions Noon Group	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Every day	12:00 PM
TO17 F	[1629][15][93][28]	Drop the Rock	[C][SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Saturday	12:00 PM
TO17A	[162915][93[28]	The Great Paradox	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Sunday	12:00 PM
TO17B	[162915][93][28]	TGIM	[CH][SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Monday	12:00 PM
TO17C	[162915][93][28]	High Noon	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Tuesday	12:00 PM
TO17D	[162915][93][28]	Noon Step Study	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Wednesday	12:00 PM
TO17E	[162915][93][28]	There is a Solution	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Thursday	12:00 PM
TO17F	[162915][93][28]	Happiness in Recovery	[SF]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Friday	12:00 PM
TO18	[158346][93][28]	Visions Evening Group		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Every day	6:00 PM
TO18A	[158346][93][28]	Young Peoples' Meeting	[YP]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Sunday	6:00 PM
TO18B	[158346][93][28]	Fresh Start Candlelight	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Sunday	7:30 PM
TO18C	[158346][93][28]	Sober Happy Hour	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Monday	6:00 PM
TO18D	[158346][93][28]	Sober Happy Hour	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Tuesday	6:00 PM
TO18E		Tuesday Night Dog Pound	[M][C][CH][B]	United Methodist Church	 1000 Janss Rd	 Dickerson Hall	Thousand Oaks	91360	Tuesday	7:30 PM
TO18F	[158346][93][28]	Sober Happy Hour		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Wednesday	6:00 PM
TO18G	[158346][93][28]	Sober Happy Hour	[C]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Thursday	6:00 PM
TO18H	[158346][93][28]	Big Book Study		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Friday	6:00 PM
TO18I	[158346][93][28]	Saturday Night Speaker Meeting		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Saturday	7:30 PM
TO18J		Saturday Nite-What to Do?	[H]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Saturday	6:00 PM
TO19	[157567][93][28]	"""Whatever"" Speaker Meeting"	[CH][B]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Sunday	10:00 AM
TO21	[121077][93][28]	Woman Who Care	[W][C]]	Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Monday	8:00 PM
TO22		Circle Group 1st Year Beginners		Visions Meeting Hall	 2667 N. Moorpark Rd.  105		Thousand Oaks	91360	Wednesday	7:30 PM
TO24	[141094][93][28]	Knights of the Round Table	[M][H]	Conejo Valley Congregational Church	 750 Erbes Rd		Thousand Oaks	91362	Monday	6:30 PM
TO25		Tuesday Night Venice Beach Group	[C]	Redeemer Luthern Church	 667 Camino Dos Rios		Thousand Oaks	91360	Tuesday	7:30 PM
TO29		Vape Sober Happy Hour		Store Front	 1165 E. Thousand Oaks Blvd		Thousand Oaks	91362	Sunday	7:30 PM
TO30		What The Big Book Says		Apartment Complex	 689 McCloud Ave.		Thousand Oaks	91360	Friday	7:00 PM
TO31	[146194][93][28]	Attitude Adjustment Group	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Every day	6:45 AM
TO31A	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Sunday	6:45 AM
TO31B	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Monday	6:45 AM
TO31C	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Tuesday	6:45 AM
TO31D	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Wednesday	6:45 AM
TO31E	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Thursday	6:45 AM
TO31F	[146194][93][28]	Attitude Adjustment	[C]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Friday	6:45 AM
TO31G	[146194][93][28]	Attitude Adjustment	[C][CH][B]	Emmanuel Presbyterian Church	 588 Camino Manzanas		Thousand Oaks	91360	Saturday	6:45 AM
TO34		You Are Not Alone	[G][CH][B]	Office Space	 1408 E. Thousand Oaks Blvd		Thousand Oaks	91360	Saturday	6:30 PM
VE02	[102375][93][13]	East End Ventura Group	[C][H]	St Paul's Episcopal Church	  3290 Loma Vista Rd		Ventura	93003	Monday	8:00 PM
VE05	[102380][93][13]	Safety Valve Meeting	[H][CH][B]	Community Presbyterian Church	  1555 Poli Street		Ventura	93001	Saturday	12:00 PM
VE07	[121239][93][13]	Downtowner's 12 & 12 Step Study		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Wednesday	12:00 PM
VE08	[126507][93][13]	Early Bird Group	[H]	Western American Plaza	 56 East Main St	 Rm 108	Ventura	93001	Every day	6:45 AM
VE08A	[126507][93][13]	Early Bird Group Spiritual Review	[H][CH][B]	Western American Plaza	 56 East Main St	 Rm 108	Ventura	93001	Sunday	6:45 AM
VE08B	[126507][93][13]	Early Bird Group Open Discussion	[H][CH][B]	Western American Plaza	 56 East Main St	 Rm 108	Ventura	93001	Monday	6:45 AM
VE08F	[126507][93][13]	Early Bird Group Open Discussion	[H][CH][B]	Western American Plaza	 56 East Main St	 Rm 108	Ventura	93001	Friday	6:45 AM
VE08G	[126507][93][13]	"Early Bird Group""Questions About Sobriety"""	[H][CH][B]	Western American Plaza	 56 East Main St	 Rm 108	Ventura	93001	Saturday	6:45 AM
VE09	[127280][93][13]	Here and Now	[C]	Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Tuesday	12:00 PM
VE10	[132336][93][13]	LGBT Candlelight Group		County Office	 24 East Main Street		Ventura	93001	Friday	8:00 PM
VE12	[144149][93][13]	Hospital IV Meeting	[CH][B]	St Paul's Episcopal Church	  3290 Loma Vista Rd		Ventura	93003	Wednesday	8:00 PM
VE13	[149122][93][13]	Back to Basics Men's Stag	[M]	Sacred Heart Catholic Church	  10800 Henderson Road		Ventura	93004	Thursday	8:00 PM
VE14	[161582][93][13]	Downtowner's Group Spk Mtg		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Sunday	10:30 AM
VE15	[161583][93][13]	Downtowner's Friday Noon Group		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Friday	12:00 PM
VE16	[161584][93][13]	Here and Now	[C]	Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Thursday	12:00 PM
VE17	[165899][93][13]	Women's Group	[C][H]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Friday	9:00 AM
VE18A	[177009][93][13]	"I Can't We Can, Step Study"	[H]	St Paul's Episcopal Church	  3290 Loma Vista Rd		Ventura	93003	Sunday	8:00 PM
VE18B	[177009][93][13]	I Can’t Together We Can-Candlelight	[H]	St Paul's Episcopal Church	  3290 Loma Vista Rd		Ventura	93003	Saturday	6:45 PM
VE20	[601106][93][13]	Back to Basics Big Book Discussion	[C]	Community Presbyterian Church	  1555 Poli Street		Ventura	93001	Tuesday	8:00 PM
VE21	[635202][93][13]	Discussion Group		Beth Torah Temple	  7620 Foothill Road	  (at Kimball)	Ventura	93003	Thursday	8:00 PM
VE23	[159699][93][13]	East End Group (Speaker)	[CC]	Grace Church	 65 MacMillan Ave		Ventura	93001	Friday	8:00 PM
VE24	[626293][93][13]	Women's Book Study	[W][C]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Monday	9:00 AM
VE25	[638559][93][13]	Keep it Simple Group		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Every day	7:00 AM
VE25A	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Sunday	7:00 AM
VE25B	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Monday	7:00 AM
VE25C	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Tuesday	7:00 AM
VE25D	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Wednesday	7:00 AM
VE25E	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Thursday	7:00 AM
VE25F	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Friday	7:00 AM
VE25G	[638559][93][13]	Keep It Simple		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Saturday	7:00 AM
VE29	[102378][93][13]	Men's Stag	[C][M]	Church of the Foothills	  6279 Foothill Road		Ventura	93003	Tuesday	8:00 PM
VE34	[652997][93][13]	Women's Discussion Meeting	[W]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Wednesday	9:00 AM
VE36	[601107][93][13]	"""Not a Glum Lot"" Speaker"	[H]	College United Methodist Church	  16 Baylor Drive		Ventura	93003	Saturday	8:00 PM
VE39	[600561][93][13]	Sobriety in the Park	[CH][B]	Plaza Park		  Santa Clara & Fir	Ventura	93001	Saturday	9:00 AM
VE46		LGBT Candlelight Meeting	[M][W](G)	County Office	 24 East Main Street		Ventura	93001	Wednesday	7:00 PM
VE62		Dry Wednesday		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Wednesday	7:00 PM
VE63	[128562][93][13]	Downtowner's Big Bk Step Stdy Gp		Ventura Meeting Hall	 120 S Fir St		Ventura	93001	Monday	12:00 PM
VE64	[163708][93][13]	Corner Group	[W][C][CH][B]	7th Day Adventist Church	 6300 Telephone RD		Ventura	93009	Tuesday	7:00 PM
VE68	[650239][93][13]	No Frills Noon Meeting	[C][H]	Bible Fellowship Hall	 6950 Ralston St.	 Rm 300 (at Johnson)	Ventura	93003	Wednesday	12:00 PM
VE70	[675747][93][13]	Road Narrows Group	[W][C]	Private Residence	 4053 Maple St		Ventura	93001	Sunday	10:30 AM
VE72	[692305][93][13]	Sober View		Vista Del Mar	 801 Seneca	 (meets in main lobby area)	Ventura	93001	Monday	6:15 PM
VE75		Allergic To…..	[C][M][H]	Bible Fellowship Hall	 6950 Ralston St	 (Building 300 Rm 301)	Ventura		Monday	5:30 PM
VE77		High Nooner's 12-Step Study	[C]	Bible Fellowship Hall	 6950 Ralston St.	 Rm 300 (at Johnson)	Ventura	93003	Friday	12:00 PM
VE79	[675590][93][13]	Friday Night Defuser		Community Presbyterian Church	  1555 Poli Street		Ventura	93001	Friday	6:30 PM
VE80	[674125][93][13]	Downtown Young People Group		Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Various	
VE80A	[674125][93][13]	Downtown Young People	[YP]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Wednesday	8:00 PM
VE80B	[674125][93][13]	Downtown Young People Ask It Basket	[YP]	Ventura Center for Spiritual Living	  101 S Laurel	 (at Santa Clara)	Ventura	93001	Sunday	7:30 PM
